group,group_zh,order_type,run_id,step,new_class_id,new_class,class_id,class_name,class_label,accuracy,is_forgotten_so_far,is_newly_forgotten,is_target_class
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),13,bus,公車 / bus (13),67.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),14,butterfly,butterfly (14),55.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),15,camel,駱駝 / camel (15),0.0,True,True,True
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),16,can,can (16),79.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),17,castle,castle (17),78.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),18,caterpillar,caterpillar (18),61.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),19,cattle,牛 / cattle (19),67.0,False,False,True
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),20,chair,chair (20),86.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),21,chimpanzee,黑猩猩 / chimpanzee (21),85.0,False,False,True
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),22,clock,clock (22),66.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),23,cloud,cloud (23),81.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),24,cockroach,cockroach (24),79.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),25,couch,couch (25),56.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),26,crab,crab (26),61.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),27,crocodile,crocodile (27),53.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),28,cup,cup (28),74.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),29,dinosaur,dinosaur (29),61.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),30,dolphin,dolphin (30),67.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),31,elephant,大象 / elephant (31),65.0,False,False,True
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),32,flatfish,flatfish (32),63.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),33,forest,forest (33),58.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),34,fox,fox (34),73.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),35,girl,girl (35),49.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),36,hamster,hamster (36),81.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),37,house,house (37),80.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),38,kangaroo,袋鼠 / kangaroo (38),64.0,False,False,True
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),39,keyboard,keyboard (39),79.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),40,lamp,lamp (40),60.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),41,lawn_mower,lawn_mower (41),87.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),42,leopard,leopard (42),73.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),43,lion,lion (43),84.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),44,lizard,lizard (44),48.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),45,lobster,lobster (45),63.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),46,man,man (46),44.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),47,maple_tree,maple_tree (47),67.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),48,motorcycle,摩托車 / motorcycle (48),93.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),49,mountain,mountain (49),83.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),50,mouse,mouse (50),53.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),51,mushroom,mushroom (51),71.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),52,oak_tree,oak_tree (52),65.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),53,orange,orange (53),88.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),54,orchid,蘭花 / orchid (54),81.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),55,otter,otter (55),39.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),56,palm_tree,palm_tree (56),85.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),57,pear,pear (57),77.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),58,pickup_truck,皮卡車 / pickup_truck (58),85.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),59,pine_tree,pine_tree (59),71.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),60,plain,plain (60),86.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),61,plate,plate (61),65.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),62,poppy,罌粟花 / poppy (62),82.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),63,porcupine,porcupine (63),72.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),64,possum,possum (64),54.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),65,rabbit,rabbit (65),59.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),66,raccoon,raccoon (66),77.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),67,ray,ray (67),56.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),68,road,road (68),94.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),69,rocket,rocket (69),79.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),70,rose,玫瑰 / rose (70),71.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),71,sea,sea (71),78.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),72,seal,seal (72),41.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),73,shark,shark (73),56.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),74,shrew,shrew (74),49.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),75,skunk,skunk (75),92.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),76,skyscraper,skyscraper (76),89.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),77,snail,snail (77),64.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),78,snake,snake (78),61.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),79,spider,spider (79),72.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),80,squirrel,squirrel (80),54.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),81,streetcar,streetcar (81),75.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),82,sunflower,向日葵 / sunflower (82),92.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),83,sweet_pepper,sweet_pepper (83),65.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),84,table,table (84),66.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),85,tank,tank (85),71.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),86,telephone,telephone (86),68.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),87,television,television (87),77.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),88,tiger,tiger (88),79.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),89,tractor,tractor (89),84.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),90,train,火車 / train (90),84.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),91,trout,trout (91),77.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),92,tulip,鬱金香 / tulip (92),61.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),93,turtle,turtle (93),55.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),94,wardrobe,wardrobe (94),92.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),95,whale,whale (95),73.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),96,willow_tree,willow_tree (96),62.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),97,wolf,wolf (97),74.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),98,woman,woman (98),53.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,1,15,駱駝 / camel (15),99,worm,worm (99),73.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),0,apple,apple (0),88.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),1,aquarium_fish,aquarium_fish (1),79.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),2,baby,baby (2),57.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),3,bear,bear (3),53.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),4,beaver,beaver (4),62.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),5,bed,bed (5),65.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),6,bee,bee (6),76.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),7,beetle,beetle (7),75.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),8,bicycle,腳踏車 / bicycle (8),79.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),9,bottle,bottle (9),76.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),10,bowl,bowl (10),45.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),11,boy,boy (11),47.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),12,bridge,bridge (12),80.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),13,bus,公車 / bus (13),65.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),14,butterfly,butterfly (14),56.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),15,camel,駱駝 / camel (15),0.0,True,False,True
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),16,can,can (16),77.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),17,castle,castle (17),83.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),18,caterpillar,caterpillar (18),64.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),19,cattle,牛 / cattle (19),0.0,True,True,True
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),20,chair,chair (20),86.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),21,chimpanzee,黑猩猩 / chimpanzee (21),87.0,False,False,True
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),22,clock,clock (22),66.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),23,cloud,cloud (23),81.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),24,cockroach,cockroach (24),82.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),25,couch,couch (25),60.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),26,crab,crab (26),62.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),27,crocodile,crocodile (27),53.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),28,cup,cup (28),75.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),29,dinosaur,dinosaur (29),65.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),30,dolphin,dolphin (30),71.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),31,elephant,大象 / elephant (31),70.0,False,False,True
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),32,flatfish,flatfish (32),60.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),33,forest,forest (33),60.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),34,fox,fox (34),74.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),35,girl,girl (35),50.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),36,hamster,hamster (36),82.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),37,house,house (37),78.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),38,kangaroo,袋鼠 / kangaroo (38),65.0,False,False,True
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),39,keyboard,keyboard (39),78.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),40,lamp,lamp (40),62.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),41,lawn_mower,lawn_mower (41),86.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),42,leopard,leopard (42),76.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),43,lion,lion (43),83.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),44,lizard,lizard (44),47.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),45,lobster,lobster (45),62.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),46,man,man (46),49.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),47,maple_tree,maple_tree (47),64.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),48,motorcycle,摩托車 / motorcycle (48),91.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),49,mountain,mountain (49),80.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),50,mouse,mouse (50),54.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),51,mushroom,mushroom (51),72.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),52,oak_tree,oak_tree (52),66.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),53,orange,orange (53),89.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),54,orchid,蘭花 / orchid (54),82.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),55,otter,otter (55),44.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),56,palm_tree,palm_tree (56),86.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),57,pear,pear (57),76.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),58,pickup_truck,皮卡車 / pickup_truck (58),84.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),59,pine_tree,pine_tree (59),72.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),60,plain,plain (60),87.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),61,plate,plate (61),66.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),62,poppy,罌粟花 / poppy (62),81.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),63,porcupine,porcupine (63),72.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),64,possum,possum (64),50.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),65,rabbit,rabbit (65),55.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),66,raccoon,raccoon (66),80.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),67,ray,ray (67),57.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),68,road,road (68),94.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),69,rocket,rocket (69),79.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),70,rose,玫瑰 / rose (70),71.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),71,sea,sea (71),80.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),72,seal,seal (72),41.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),73,shark,shark (73),59.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),74,shrew,shrew (74),51.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,official,large_omni_official_seed1_k5,2,19,牛 / cattle (19),75,skunk,skunk (75),86.0,False,False,False
